Row Count,CaseID,CASEID_NEW,w6_q21d_year,w6_q21e_year,w6_identity_all
1358,1621,2480651,1984,,heterosexual or straight
1359,1622,981685,1988,,heterosexual or straight
1360,1623,2764715,1992,,heterosexual or straight
1361,1624,2921575,1975,,heterosexual or straight
1362,1626,2857501,1985,,heterosexual or straight
1363,1627,1550311,1972,,heterosexual or straight
1364,1628,2754001,1972,,heterosexual or straight
1365,1629,1239479,1992,,heterosexual or straight
1366,1630,1870585,1960,,heterosexual or straight
1367,1631,2478601,2013,,lgbtqiapk+
1368,1632,1934823,,,heterosexual or straight
1369,1633,2462795,2000,,heterosexual or straight
1370,1634,2881397,1991,,heterosexual or straight
1371,1636,1882271,,2017,heterosexual or straight
1372,1637,1912879,1998,,heterosexual or straight
1373,1638,648669,1985,,heterosexual or straight
1374,1640,1757463,1975,,heterosexual or straight
1376,1642,2515457,,2015,heterosexual or straight
1377,1644,2839127,1983,,heterosexual or straight
1378,1645,2588235,1970,,heterosexual or straight
1379,1646,2504749,2009,,heterosexual or straight
1380,1647,2777453,2005,,heterosexual or straight
1381,1648,2780193,1989,,heterosexual or straight
1382,1649,882659,1989,,heterosexual or straight
1383,1651,1935229,,,lgbtqiapk+
1384,1654,2207131,1990,,heterosexual or straight
1386,1657,2250865,1964,,heterosexual or straight
1387,1658,1796173,1965,,heterosexual or straight
1388,1659,1626763,1985,,heterosexual or straight
1389,1660,2451319,2015,,lgbtqiapk+
1390,1661,1826075,2015,,heterosexual or straight
1391,1662,2800773,1957,,heterosexual or straight
1392,1664,2645161,1972,,heterosexual or straight
1393,1667,2942361,,,heterosexual or straight
1394,1668,2933017,1983,,heterosexual or straight
1395,1669,2929765,1991,,lgbtqiapk+
1396,1670,2239179,,,lgbtqiapk+
1397,1671,1712857,1986,,heterosexual or straight
1398,1672,812769,1976,,heterosexual or straight
1399,1673,2943311,1983,,heterosexual or straight
1400,1674,775045,,,heterosexual or straight
1401,1676,1978523,,,heterosexual or straight
1402,1677,2587903,1993,,heterosexual or straight
1403,1678,2745493,,,heterosexual or straight
1404,1679,2284087,,,heterosexual or straight
1405,1680,2037837,,,heterosexual or straight
1406,1681,1668481,1998,,heterosexual or straight
1407,1683,2853717,2004,,heterosexual or straight
1408,1684,2107177,,,heterosexual or straight
1409,1685,1181693,1974,,heterosexual or straight
1410,1686,2308025,2012,,heterosexual or straight
1411,1687,1508733,1975,,heterosexual or straight
1412,1688,900463,1968,,heterosexual or straight
1413,1689,2483979,,,heterosexual or straight
1414,1690,2952687,,,lgbtqiapk+
1415,1691,1059357,2005,,heterosexual or straight
1416,1692,903051,,,heterosexual or straight
1417,1693,1272267,1999,,heterosexual or straight
1418,1694,623813,,,heterosexual or straight
1419,1695,2946817,2011,,heterosexual or straight
1420,1696,2881623,,2016,heterosexual or straight
1421,1697,2014647,2010,,heterosexual or straight
1422,1698,2645989,1992,,heterosexual or straight
1423,1700,2255167,2014,,lgbtqiapk+
1424,1703,1930533,,,heterosexual or straight
1425,1704,1939983,,2001,heterosexual or straight
1426,1705,2930187,2012,,heterosexual or straight
1427,1706,2881997,2011,,heterosexual or straight
1429,1708,2658325,,,heterosexual or straight
1431,1710,2588415,,,heterosexual or straight
1432,1711,1901639,1989,,heterosexual or straight
1433,1712,2223059,,,heterosexual or straight
1434,1713,1853487,2001,2004,heterosexual or straight
1435,1714,2913283,,2015,heterosexual or straight
1436,1716,121759,1991,,heterosexual or straight
1437,1717,1960543,1989,,heterosexual or straight
1438,1718,1656923,1983,,heterosexual or straight
1439,1719,2011413,,,heterosexual or straight
1440,1720,1765905,2001,,heterosexual or straight
1441,1721,1364259,1992,,heterosexual or straight
1442,1723,1597821,2015,,heterosexual or straight
1443,1724,2700049,1999,,heterosexual or straight
1444,1725,1975919,1989,,heterosexual or straight
1445,1727,1118057,1995,,heterosexual or straight
1446,1729,2838417,1969,,heterosexual or straight
1447,1730,2235583,1996,,heterosexual or straight
1448,1732,2819685,,,heterosexual or straight
1449,1734,796531,,,heterosexual or straight
1450,1735,1878957,,2017,lgbtqiapk+
1451,1736,1566415,1962,,heterosexual or straight
1452,1737,1172171,1964,,heterosexual or straight
1453,1738,1301087,,,heterosexual or straight
1454,1739,2933121,2008,,heterosexual or straight
1455,1740,989811,1986,,heterosexual or straight
1456,1741,813467,1981,,heterosexual or straight
1457,1742,2942743,,,heterosexual or straight
1458,1743,2555587,2010,,heterosexual or straight
1459,1744,2787807,,,heterosexual or straight
1460,1745,2816827,1987,,heterosexual or straight
1461,1746,1433943,2004,,heterosexual or straight
1462,1747,2555605,,,heterosexual or straight
1463,1748,1754559,2013,,heterosexual or straight
1464,1749,2334663,,,heterosexual or straight
1466,1751,2258769,1976,,heterosexual or straight
1467,1752,853511,1967,,heterosexual or straight
1468,1753,755761,1986,,heterosexual or straight
1469,1755,1812501,2015,,lgbtqiapk+
1470,1756,1920877,2016,,heterosexual or straight
1471,1757,2757823,2007,,heterosexual or straight
1472,1758,2844419,1989,,heterosexual or straight
1474,1761,2310821,2005,,heterosexual or straight
1475,1762,1235265,2016,,heterosexual or straight
1476,1763,2788669,,,lgbtqiapk+
1477,1764,2912943,,,lgbtqiapk+
1478,1765,2712273,1979,,heterosexual or straight
1479,1767,1053135,1999,,heterosexual or straight
1480,1768,2157559,2006,,heterosexual or straight
1481,1769,2300197,2002,,heterosexual or straight
1482,1770,2875861,,,lgbtqiapk+
1483,1771,1348915,1993,,heterosexual or straight
1484,1772,2907517,,,heterosexual or straight
1485,1774,2781391,,,heterosexual or straight
1486,1775,2759087,,2005,heterosexual or straight
1488,1777,2810979,1967,,heterosexual or straight
1489,1778,1960835,1981,1989,heterosexual or straight
1490,1780,1963165,,2011,heterosexual or straight
1491,1782,2162891,1990,,heterosexual or straight
1492,1783,2745065,1976,,heterosexual or straight
1493,1784,1738505,1976,,heterosexual or straight
1494,1787,1925103,1978,,heterosexual or straight
1496,1789,1181169,,2014,heterosexual or straight
1497,1790,1151149,1997,,heterosexual or straight
1498,1791,1236545,2012,,heterosexual or straight
1499,1792,2011087,,2017,heterosexual or straight
1500,1793,1158259,1961,1990,heterosexual or straight
1501,1796,2614863,,2003,lgbtqiapk+
1503,1800,2635991,,2010,heterosexual or straight
1504,1801,2771937,2009,,lgbtqiapk+
1505,1802,2137093,,2013,lgbtqiapk+
1506,1803,2905333,,1990,heterosexual or straight
1507,1804,2338101,,,heterosexual or straight
1508,1806,1418687,1974,,heterosexual or straight
1509,1807,1995969,1971,,heterosexual or straight
1510,1808,2928909,2008,,heterosexual or straight
1511,1809,2239403,2005,,heterosexual or straight
1512,1810,2720831,,,lgbtqiapk+
1513,1811,2114995,1983,,heterosexual or straight
1514,1814,2460749,2004,,heterosexual or straight
1515,1815,1518259,1979,,heterosexual or straight
1516,1817,2555355,2009,,heterosexual or straight
1517,1818,1150579,1993,,heterosexual or straight
1518,1819,2017035,1994,,heterosexual or straight
1519,1820,1372513,1991,,heterosexual or straight
1520,1821,1736313,1997,,heterosexual or straight
1521,1823,2419249,2013,,heterosexual or straight
1522,1824,1445329,1981,,heterosexual or straight
1523,1825,2091281,,2008,heterosexual or straight
1524,1827,2333337,,,heterosexual or straight
1525,1828,2228943,1973,,heterosexual or straight
1526,1829,1790453,,1986,heterosexual or straight
1527,1831,1211463,1966,,heterosexual or straight
1528,1833,1113897,1985,1987,heterosexual or straight
1529,1834,1977777,1963,,heterosexual or straight
1530,1835,2298921,,,heterosexual or straight
1531,1836,1918593,1975,,heterosexual or straight
1532,1837,2052461,1999,,heterosexual or straight
1533,1838,2168137,1986,,heterosexual or straight
1534,1839,1468009,2012,,heterosexual or straight
1535,1840,1860835,1990,,heterosexual or straight
1536,1842,2627539,,,heterosexual or straight
1537,1843,2013981,1996,,heterosexual or straight
1538,1845,1271099,1993,,heterosexual or straight
1539,1846,855297,,,heterosexual or straight
1540,1847,2635175,1966,,heterosexual or straight
1541,1848,2196777,2015,,lgbtqiapk+
1543,1850,2124697,2013,,heterosexual or straight
1544,1851,2328849,2014,,lgbtqiapk+
1545,1853,2816581,,,heterosexual or straight
1546,1854,1873259,1973,,heterosexual or straight
1547,1855,2717125,,,heterosexual or straight
1548,1856,1250651,1980,,heterosexual or straight
1549,1857,2074241,2013,,heterosexual or straight
1550,1858,2658979,,2013,heterosexual or straight
1551,1860,844189,,,heterosexual or straight
1552,1861,1185205,1995,,heterosexual or straight
1553,1862,2084909,1957,,heterosexual or straight
1554,1863,1935979,,1980,heterosexual or straight
1555,1865,2560735,2016,,heterosexual or straight
1556,1867,2857579,1997,,lgbtqiapk+
1557,1869,1968499,1989,,heterosexual or straight
1558,1870,2675073,2004,2007,heterosexual or straight
1559,1871,1520483,1973,,heterosexual or straight
1560,1872,2629427,2009,,heterosexual or straight
1561,1873,1490477,1997,,heterosexual or straight
1562,1874,792153,2016,,heterosexual or straight
1563,1875,957901,,2014,lgbtqiapk+
1564,1877,2937523,2006,,heterosexual or straight
1565,1878,2329087,1980,,heterosexual or straight
1566,1879,2141675,2013,,heterosexual or straight
1567,1880,2015377,1977,,heterosexual or straight
1568,1881,2801077,1982,,heterosexual or straight
1569,1883,328443,1990,,heterosexual or straight
1570,1884,1256265,2011,,heterosexual or straight
1571,1885,1928001,,2000,heterosexual or straight
1572,1886,2830889,,,lgbtqiapk+
1573,1887,2845201,2017,,heterosexual or straight
1574,1888,1606813,1972,,heterosexual or straight
1575,1889,2296453,1999,,heterosexual or straight
1576,1890,2913297,,,heterosexual or straight
1577,1891,2658923,1992,,heterosexual or straight
1578,1892,2208969,2001,,heterosexual or straight
1580,1894,948417,2001,,heterosexual or straight
1581,1895,1273131,,,heterosexual or straight
1582,1898,2586853,1972,,heterosexual or straight
1583,1899,2016979,,,heterosexual or straight
1584,1900,2607939,,2017,heterosexual or straight
1585,1901,2642837,1988,,heterosexual or straight
1587,1903,2605593,1998,,heterosexual or straight
1588,1904,2418179,,,heterosexual or straight
1589,1905,1593839,1983,,heterosexual or straight
1590,1906,2866293,2010,,heterosexual or straight
1591,1907,2825037,,,lgbtqiapk+
1592,1908,1464617,1981,,heterosexual or straight
1593,1910,2804089,1994,,heterosexual or straight
1594,1911,1612001,2011,,heterosexual or straight
1595,1912,2064643,1983,,heterosexual or straight
1596,1913,2207217,,,heterosexual or straight
1597,1914,2048317,,,lgbtqiapk+
1598,1915,2762123,,,heterosexual or straight
1599,1917,1816723,1995,,heterosexual or straight
1600,1919,1999249,2016,,heterosexual or straight
1601,1920,2744495,1988,,heterosexual or straight
1602,1923,2360415,1963,,heterosexual or straight
1603,1924,968469,1990,,heterosexual or straight
1604,1925,1372507,1974,,heterosexual or straight
1605,1926,2175609,,,heterosexual or straight
1606,1927,2760291,,,lgbtqiapk+
1607,1928,823005,,,heterosexual or straight
1608,1929,2934185,1964,,heterosexual or straight
1609,1930,1932837,1977,,heterosexual or straight
1610,1931,2733443,2002,,heterosexual or straight
1611,1933,2231079,2006,,heterosexual or straight
1612,1936,2871973,2012,,heterosexual or straight
1613,1937,2649415,1997,,heterosexual or straight
1614,1938,1815129,,,heterosexual or straight
1615,1940,1933373,2009,,heterosexual or straight
1616,1942,1393841,1972,,heterosexual or straight
1617,1943,2107363,1999,,lgbtqiapk+
1618,1944,731249,1996,,heterosexual or straight
1619,1945,2615969,1979,,heterosexual or straight
1620,1946,1021941,2002,,heterosexual or straight
1621,1948,842437,,,heterosexual or straight
1622,1949,2330205,2000,,heterosexual or straight
1623,1951,2125001,2003,,heterosexual or straight
1624,1952,2033003,1979,,heterosexual or straight
1625,1953,2920603,,,heterosexual or straight
1626,1955,1150713,1966,,heterosexual or straight
1627,1956,2092107,1970,,heterosexual or straight
1628,1957,2072325,1970,,heterosexual or straight
1629,1958,2954265,,,heterosexual or straight
1630,1961,1900415,,,heterosexual or straight
1631,1962,2345685,1989,,heterosexual or straight
1632,1964,905009,1981,,heterosexual or straight
1633,1965,2203355,2015,,heterosexual or straight
1634,1966,1604541,,,heterosexual or straight
1635,1967,1644155,,1987,heterosexual or straight
1636,1968,2723459,2003,,heterosexual or straight
1637,1969,1918741,,,lgbtqiapk+
1638,1970,2702683,2015,,heterosexual or straight
1639,1972,1972439,1958,,heterosexual or straight
1640,1973,1679339,1982,,heterosexual or straight
1641,1974,2295783,2004,,heterosexual or straight
1642,1975,1899449,2011,,heterosexual or straight
1643,1976,845161,,,heterosexual or straight
1644,1977,1982563,1973,,heterosexual or straight
1645,1979,2243015,1998,,heterosexual or straight
1646,1980,2355501,,,heterosexual or straight
1647,1982,2749859,1991,,heterosexual or straight
1648,1983,2532635,2010,,heterosexual or straight
1649,1984,2025287,1991,,lgbtqiapk+
1650,1985,1758271,2007,,heterosexual or straight
1651,1986,2630171,1994,,heterosexual or straight
1652,1987,2844249,2010,,heterosexual or straight
1653,1989,2282551,,,lgbtqiapk+
1654,1990,2954057,2006,,lgbtqiapk+
1655,1991,2431217,2001,,heterosexual or straight
1656,1993,2279685,1981,,heterosexual or straight
1657,1998,2797729,2011,,heterosexual or straight
1659,2000,1996333,2000,,heterosexual or straight
1661,2003,2599919,,,heterosexual or straight
1662,2004,1807087,2009,,heterosexual or straight
1663,2005,2796591,1967,,heterosexual or straight
1665,2008,2861359,,2003,heterosexual or straight
1666,2009,507747,1984,,heterosexual or straight
1667,2010,1682377,1965,1975,heterosexual or straight
1668,2011,2412043,,2012,heterosexual or straight
1669,2012,2437991,1968,,heterosexual or straight
1670,2013,2807763,2013,,heterosexual or straight
1671,2014,1860029,,2014,lgbtqiapk+
1672,2015,1018305,1980,,heterosexual or straight
1674,2017,1995821,1956,,heterosexual or straight
1675,2018,733249,,2016,heterosexual or straight
1676,2019,2936949,2014,,lgbtqiapk+
1677,2020,1457329,1962,,heterosexual or straight
1678,2021,2941903,2000,,heterosexual or straight
1679,2023,2037167,,,heterosexual or straight
1680,2024,1865663,1976,,heterosexual or straight
1681,2026,2686427,1996,,heterosexual or straight
1682,2027,2679531,1978,,heterosexual or straight
1683,2029,1875459,2007,,heterosexual or straight
1685,2031,2817335,2003,,heterosexual or straight
1686,2032,1731569,1983,,heterosexual or straight
1687,2033,2331865,1990,,lgbtqiapk+
1688,2034,2875975,1986,,heterosexual or straight
1689,2035,2686395,1996,,heterosexual or straight
1690,2036,2806869,,,heterosexual or straight
1691,2037,1232053,1999,,heterosexual or straight
1692,2038,2148893,2015,,heterosexual or straight
1693,2039,2866437,1991,,heterosexual or straight
1694,2040,2310129,,,heterosexual or straight
1695,2041,2861279,1985,,heterosexual or straight
1696,2042,2360211,,,lgbtqiapk+
1697,2043,2841519,1974,,heterosexual or straight
1698,2045,2659451,,,lgbtqiapk+
1699,2047,2881945,2006,,heterosexual or straight
1700,2048,2750953,,,heterosexual or straight
1701,2049,2278543,2004,,heterosexual or straight
1702,2050,2408993,2003,2017,heterosexual or straight
1703,2051,2419583,,,lgbtqiapk+
1704,2052,1115473,1968,,heterosexual or straight
1705,2053,1539059,,,heterosexual or straight
1706,2054,1387715,2002,,heterosexual or straight
1707,2057,2472191,,,heterosexual or straight
1709,2060,2779987,1986,,heterosexual or straight
1710,2061,639753,,2017,heterosexual or straight
1711,2062,1975959,,,heterosexual or straight
1712,2063,2118341,2009,,heterosexual or straight
1713,2064,2838801,2010,,heterosexual or straight
1714,2065,2336267,1992,,heterosexual or straight
1715,2066,2866157,2011,,heterosexual or straight
1716,2067,2072903,1989,,heterosexual or straight
1717,2068,2841483,,,heterosexual or straight
1718,2069,1948645,,,lgbtqiapk+
1719,2071,1946199,,2016,heterosexual or straight
1720,2072,2269315,,2016,heterosexual or straight
1721,2073,2765475,1985,,lgbtqiapk+
1722,2074,2473159,,,heterosexual or straight
1723,2075,1888381,,,lgbtqiapk+
1724,2076,2854855,2015,2016,lgbtqiapk+
1725,2077,1080635,1965,,heterosexual or straight
1726,2079,2913341,,2014,heterosexual or straight
1727,2080,2699919,1998,,heterosexual or straight
1728,2081,960583,1976,,heterosexual or straight
1729,2083,2895123,,,heterosexual or straight
1730,2085,2943613,,,heterosexual or straight
1731,2086,2839769,,,heterosexual or straight
1732,2087,1644835,1988,,heterosexual or straight
1733,2088,1973051,1974,,heterosexual or straight
1734,2089,1449039,1979,,heterosexual or straight
1735,2090,1707755,2005,,lgbtqiapk+
1736,2091,498705,1991,,heterosexual or straight
1737,2092,1915085,,,heterosexual or straight
1738,2095,2065295,2015,,lgbtqiapk+
1739,2096,2299489,2002,,heterosexual or straight
1740,2098,771859,1961,,heterosexual or straight
1741,2099,704661,1963,,heterosexual or straight
1742,2101,1054963,1992,,heterosexual or straight
1743,2102,2053645,,,heterosexual or straight
1744,2105,1870403,2008,,heterosexual or straight
1745,2107,1385783,1974,,heterosexual or straight
1746,2108,2857095,1985,,heterosexual or straight
1747,2109,2283143,1950,,heterosexual or straight
1748,2110,1901035,1981,,heterosexual or straight
1749,2111,1669187,,,heterosexual or straight
1750,2112,2272975,,,heterosexual or straight
1751,2114,1825933,,,lgbtqiapk+
1752,2115,2737695,,,heterosexual or straight
1753,2117,1664063,1985,,heterosexual or straight
1754,2118,2552661,1977,1987,heterosexual or straight
1755,2119,2425091,2010,,heterosexual or straight
1756,2121,634833,2013,,heterosexual or straight
1757,2123,2567945,1970,,heterosexual or straight
1758,2124,1938201,1998,,heterosexual or straight
1759,2125,2928177,,,lgbtqiapk+
1760,2126,1872973,1967,,heterosexual or straight
1761,2127,1996193,1962,,heterosexual or straight
1762,2128,2948999,2006,,lgbtqiapk+
1763,2129,2318323,1975,2004,heterosexual or straight
1764,2130,1841729,2013,,lgbtqiapk+
1765,2131,2949489,2001,,heterosexual or straight
1766,2132,2942253,2001,,heterosexual or straight
1767,2133,2641775,2013,,lgbtqiapk+
1768,2134,1870439,1986,,heterosexual or straight
1769,2135,1910953,1981,,heterosexual or straight
1770,2136,782789,1973,,heterosexual or straight
1771,2137,709173,1980,,heterosexual or straight
1772,2139,2458389,,,lgbtqiapk+
1773,2140,2254437,,2005,heterosexual or straight
1774,2141,924575,,,heterosexual or straight
1775,2142,1975569,2002,,heterosexual or straight
1776,2143,2296679,1992,,heterosexual or straight
1777,2144,2409689,2012,,heterosexual or straight
1778,2146,1765767,1977,,heterosexual or straight
1779,2147,2922621,2012,,heterosexual or straight
1780,2148,1568833,,,heterosexual or straight
1782,2151,2537095,1983,,heterosexual or straight
1783,2152,2408297,2005,,heterosexual or straight
1784,2153,2886221,,2000,heterosexual or straight
1785,2154,2008461,,2017,lgbtqiapk+
1786,2156,1441973,2006,,heterosexual or straight
1787,2157,1978449,1982,,heterosexual or straight
1788,2158,2802195,,,lgbtqiapk+
1789,2159,2264971,,,heterosexual or straight
1791,2161,2968357,,,lgbtqiapk+
1792,2162,2867201,,,lgbtqiapk+
1793,2163,2899485,2002,,heterosexual or straight
1794,2164,2952917,2003,,lgbtqiapk+
1795,2165,1964781,,,heterosexual or straight
1796,2166,2630433,,,heterosexual or straight
1797,2167,2965803,2012,,heterosexual or straight
1798,2168,2585023,1997,,heterosexual or straight
1799,2169,2416743,2014,,heterosexual or straight
1800,2170,2960441,1999,2010,heterosexual or straight
1802,2173,2951351,1967,,heterosexual or straight
1803,2174,2810675,,,heterosexual or straight
1804,2175,2220731,1969,,heterosexual or straight
1805,2177,1336419,1967,,heterosexual or straight
1806,2178,1156201,,,heterosexual or straight
1807,2179,2942273,,,heterosexual or straight
1808,2181,704807,,,heterosexual or straight
1809,2182,2632691,2005,,lgbtqiapk+
1810,2184,1835975,,,heterosexual or straight
1811,2185,2401785,2016,,lgbtqiapk+
1812,2186,2746583,2011,,heterosexual or straight
1813,2187,2762767,2006,,lgbtqiapk+
1814,2189,1691673,1988,,heterosexual or straight
1815,2190,1341813,2010,,heterosexual or straight
1816,2191,2423007,1993,,heterosexual or straight
1817,2192,1879743,2014,,heterosexual or straight
1818,2195,2686295,1987,,lgbtqiapk+
1819,2196,1825937,2007,,heterosexual or straight
1820,2197,2338293,1971,,heterosexual or straight
1821,2198,1859287,,,heterosexual or straight
1822,2199,2908239,1986,,heterosexual or straight
1823,2200,504041,1985,1985,heterosexual or straight
1825,2202,1656987,1999,,heterosexual or straight
1826,2203,2687373,1987,,heterosexual or straight
1827,2204,1244455,1991,,heterosexual or straight
1828,2205,2905877,,2009,lgbtqiapk+
1830,2207,1692681,1981,,heterosexual or straight
1831,2208,2915681,2016,,lgbtqiapk+
1832,2209,2935355,1994,,lgbtqiapk+
1833,2210,1341047,1972,,heterosexual or straight
1834,2212,1978599,2007,,heterosexual or straight
1835,2213,2788085,,1987,heterosexual or straight
1836,2214,2688469,,,lgbtqiapk+
1837,2215,2317233,1972,,heterosexual or straight
1839,2217,1351781,1994,,heterosexual or straight
1840,2218,1929653,1982,,heterosexual or straight
1841,2219,1181275,1990,,heterosexual or straight
1842,2221,2813719,,,heterosexual or straight
1843,2223,1625405,,2010,heterosexual or straight
1844,2224,1760991,1973,,heterosexual or straight
1845,2227,1812643,1989,2001,lgbtqiapk+
1846,2228,1926353,1999,,heterosexual or straight
1847,2229,2948835,2002,,heterosexual or straight
1848,2230,2279341,1991,,lgbtqiapk+
1849,2231,2938825,2010,,lgbtqiapk+
1850,2232,2908077,2010,,heterosexual or straight
1851,2234,2287229,2016,,heterosexual or straight
1852,2235,2018973,1979,,heterosexual or straight
1853,2236,2769553,,,heterosexual or straight
1854,2237,1207263,,2016,heterosexual or straight
1855,2238,2944411,,,heterosexual or straight
1856,2239,2786595,1986,,heterosexual or straight
1857,2240,1913921,1998,,heterosexual or straight
1858,2241,1515987,2007,2014,heterosexual or straight
1860,2243,1938841,2013,,heterosexual or straight
1861,2245,1956243,2008,,heterosexual or straight
1862,2246,2602801,2002,,heterosexual or straight
1863,2248,2439921,,,lgbtqiapk+
1864,2249,1577219,1983,,heterosexual or straight
1865,2250,2229963,1952,,heterosexual or straight
1866,2251,214227,2017,,heterosexual or straight
1867,2252,1633263,1998,,heterosexual or straight
1868,2253,1911069,,2011,heterosexual or straight
1870,2255,2806611,,2017,heterosexual or straight
1872,2257,2211389,1984,,heterosexual or straight
1873,2258,1768233,1967,,heterosexual or straight
1874,2259,2851445,2008,,heterosexual or straight
1875,2260,2682019,1980,,heterosexual or straight
1876,2261,2413081,,,lgbtqiapk+
1877,2262,643423,1965,,heterosexual or straight
1878,2263,2843143,,,heterosexual or straight
1879,2264,2557029,2004,,heterosexual or straight
1880,2265,2456301,1978,,heterosexual or straight
1881,2266,2926105,,,heterosexual or straight
1882,2267,2300461,2015,,lgbtqiapk+
1883,2268,2893127,,,heterosexual or straight
1884,2269,2344807,,1986,lgbtqiapk+
1885,2270,2931473,2011,,heterosexual or straight
1886,2271,2783093,1982,,heterosexual or straight
1888,2273,2622417,,,lgbtqiapk+
1889,2274,2914149,2012,,heterosexual or straight
1890,2275,2128107,1991,,heterosexual or straight
1891,2276,2600761,1989,,heterosexual or straight
1892,2278,1256141,,,heterosexual or straight
1893,2279,2565383,,2014,heterosexual or straight
1894,2280,2943885,2010,,heterosexual or straight
1895,2281,2018783,,,lgbtqiapk+
1896,2282,519265,1997,,heterosexual or straight
1897,2283,1264501,1964,,heterosexual or straight
1898,2285,709075,1984,,heterosexual or straight
1899,2286,2457661,1973,,heterosexual or straight
1900,2287,2913381,,,heterosexual or straight
1902,2289,2215215,1992,,heterosexual or straight
1903,2290,1932963,,,lgbtqiapk+
1904,2291,2244899,1979,,heterosexual or straight
1905,2292,2150703,2013,,heterosexual or straight
1906,2293,2866123,2007,,heterosexual or straight
1907,2294,1218979,2012,,heterosexual or straight
1908,2295,2411689,1984,,heterosexual or straight
1909,2298,2014737,,,heterosexual or straight
1910,2299,1149617,1992,,heterosexual or straight
1911,2300,2132403,2015,,lgbtqiapk+
1912,2301,1258803,1983,,heterosexual or straight
1913,2302,2849095,2012,2014,heterosexual or straight
1914,2303,1786835,2007,,heterosexual or straight
1915,2304,2893053,2009,,heterosexual or straight
1916,2305,1167085,1993,,heterosexual or straight
1917,2308,2793629,2013,,lgbtqiapk+
1918,2309,2882331,2010,,heterosexual or straight
1919,2310,736409,,,heterosexual or straight
1920,2311,1786441,2001,,heterosexual or straight
1921,2312,2679933,,2006,heterosexual or straight
1922,2313,1806971,1989,,heterosexual or straight
1923,2315,2746819,,,lgbtqiapk+
1924,2316,1795553,2010,,heterosexual or straight
1925,2318,1372817,1962,,heterosexual or straight
1926,2319,1885983,,,lgbtqiapk+
1928,2321,2647841,1982,,heterosexual or straight
1929,2322,2866203,1994,,heterosexual or straight
1930,2325,1816765,,,heterosexual or straight
1931,2326,2908209,2013,,heterosexual or straight
1932,2327,1648699,1999,,heterosexual or straight
1933,2328,1829901,,,lgbtqiapk+
1934,2329,2678879,2001,,heterosexual or straight
1935,2330,2847567,1996,,heterosexual or straight
1936,2331,2405763,1980,,heterosexual or straight
1937,2332,2073699,,2013,heterosexual or straight
1938,2333,1349167,1964,,heterosexual or straight
1939,2334,2961403,,1999,heterosexual or straight
1940,2335,1988099,1992,,heterosexual or straight
1941,2336,637531,2001,,heterosexual or straight
1942,2337,2828393,,2015,lgbtqiapk+
1943,2338,964713,1977,,heterosexual or straight
1944,2339,2296263,1993,,lgbtqiapk+
1945,2341,1965275,2012,,lgbtqiapk+
1946,2342,2810665,,2015,lgbtqiapk+
1949,2345,1773811,1967,,heterosexual or straight
1950,2347,2599767,,,heterosexual or straight
1951,2348,1335659,1987,,heterosexual or straight
1952,2349,2114355,,,lgbtqiapk+
1953,2350,2956647,1987,,heterosexual or straight
1954,2351,2668141,,,heterosexual or straight
1955,2352,1195679,1992,,heterosexual or straight
1956,2353,2958337,2016,,heterosexual or straight
1957,2354,2296879,1972,,heterosexual or straight
1958,2355,2483835,,,heterosexual or straight
1959,2356,1948605,2012,,heterosexual or straight
1960,2357,2925649,1989,,heterosexual or straight
1961,2358,2506925,,1994,lgbtqiapk+
1962,2359,1193135,,,heterosexual or straight
1963,2361,1942189,1995,,heterosexual or straight
1964,2362,2107405,,,lgbtqiapk+
1965,2363,2815685,1988,,heterosexual or straight
1966,2364,1727435,1995,,heterosexual or straight
1967,2365,2646953,2015,,heterosexual or straight
1968,2366,2855109,,2000,heterosexual or straight
1969,2367,2643469,,,lgbtqiapk+
1970,2370,2102733,,,heterosexual or straight
1971,2371,2295009,,2016,heterosexual or straight
1972,2372,2825713,1983,,heterosexual or straight
1973,2373,2354767,1983,,heterosexual or straight
1974,2374,2616203,,,lgbtqiapk+
1975,2375,2076645,1996,,heterosexual or straight
1976,2376,2483557,1977,,heterosexual or straight
1979,2380,2310843,2011,,heterosexual or straight
1980,2381,2806863,,2016,lgbtqiapk+
1981,2382,2816707,1969,,heterosexual or straight
1982,2383,1946509,2014,,heterosexual or straight
1983,2384,2140179,1991,1999,heterosexual or straight
1984,2385,2420885,,2017,lgbtqiapk+
1985,2386,1930585,1983,,heterosexual or straight
1986,2388,2013467,2001,,heterosexual or straight
1987,2389,2043871,1999,,heterosexual or straight
1988,2390,2089493,,2014,lgbtqiapk+
1990,2392,1275971,,1978,heterosexual or straight
1991,2394,2962601,2006,,heterosexual or straight
1992,2396,1344091,1983,,heterosexual or straight
1993,2397,2950485,2007,,heterosexual or straight
1994,2398,2912321,2015,,heterosexual or straight
1995,2399,2206825,2006,,heterosexual or straight
1996,2400,2913317,2001,,heterosexual or straight
1997,2401,1733853,,,heterosexual or straight
1998,2402,2420829,1994,,heterosexual or straight
2000,2405,1406937,,2001,heterosexual or straight
2001,2406,2434603,2007,,heterosexual or straight
2002,2407,53001,2014,,heterosexual or straight
2003,2408,2858839,,,heterosexual or straight
2004,2409,2080209,,,heterosexual or straight
2005,2410,2076171,,1993,heterosexual or straight
2006,2412,1810247,,,lgbtqiapk+
2007,2413,1771229,,,heterosexual or straight
2008,2414,1609449,1984,,heterosexual or straight
